,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AKQ20701.1']}]",O=C1[C@@]2(O)N3C(C4=C([C@@]2(O)C(N1C)=O)C5=CC(Cl)=CC=C5N4)=C(OC)C6=CC(O)=C(Cl)C=C63,['lazarimide'],,lazarimide A,,"['NMR', 'Mass spectrometry']",[M-H]-,487.03379056,C22H15Cl2N3O6
1,,,,COC1=C2N(C3=C1C=CC(Cl)=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2,,,lazarimide B,,,,471.03887593999997,C22H15Cl2N3O5
2,,,,O[C@@]12C(=O)NC(=O)[C@]1(O)C1=C(NC3=C1C=C(Cl)C=C3)C1=C2C2=C(N1)C=C(Cl)C=C2,,,lazarimide C,,,,427.01266119200005,C20H11Cl2N3O4
0,,['Cytotoxic'],,C[C@@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@H]1C,,,citrinin,"['npatlas:14581', 'chemspider:10222475']","['NMR', 'Mass spectrometry']",,250.084123548,C13H14O5
0,,"['Antifungal', 'Inhibitor']",,CC[C@H](C)C[C@H](C)\C=C\C(=O)O[C@@H]1C[C@]2(CCC(=C)[C@@H](OC(C)=O)[C@H](C)CC3=CC=CC=C3)O[C@@]1(C(O)=O)[C@@](O)([C@H](O2)C(O)=O)C(O)=O,['zaragozic acid a'],[{'target': 'squalene synthase'}],squalestatin S1,"['npatlas:11630', 'chemspider:4942838']","['NMR', 'Mass spectrometry']",,674.293841532,C35H46O13
0,,,,CCC[C@@H]1CC2=C(C[C@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,,,byssochlamic acid,"['npatlas:4332', 'pubchem:164723', 'chembl:3039421']","['NMR', 'X-ray']",,332.12598835999995,C18H20O6
0,,,,CC(C)[C@@H]1NC(=O)C(C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,,,valinomycin,"['npatlas:6953', 'pubchem:3000706']",,,1110.63116004,C54H90N6O18
0,,,,C/C=C(\C)/C=C(\C)/CC(C)C(C(C1C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O,,,Cmc-thuggacin A,['pubchem:59317598'],,,561.2760237159998,C30H43NO7S
1,,,,C/C=C(\C)/C=C(\C)/CC(C)C1C(C(C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O,,,Cmc-thuggacin B,['pubchem:59317595'],,,561.2760237159998,C30H43NO7S
0,,,,[H][C@@]1(CC2=C(O1)C(C)=N(=O)C1=CC=CC=C21)[C@@](C)(O)CC\C=C(/C)CCC=C(C)C,,,aurachin A,"['npatlas:6692', 'pubchem:6439172']",,,395.246043916,C25H33NO3
1,,,,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC1=C(C)NC2=CC=CC=C2C1=O,,,aurachin D,"['npatlas:19718', 'pubchem:6124753']",,,363.25621467599996,C25H33NO
0,,,,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin A,"['npatlas:16692', 'pubchem:12134544']",,,843.4452142800001,C43H65N5O10S
1,,,,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,,,tubulysin B,"['npatlas:19305', 'pubchem:12134545']",,,829.4295642159998,C42H63N5O10S
2,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin C,"['npatlas:9616', 'pubchem:11262920']",,,815.4139141520001,C41H61N5O10S
3,,,,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin D,"['npatlas:13309', 'pubchem:12134546']",,,827.45029966,C43H65N5O9S
4,,,,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,,,tubulysin E,"['npatlas:15172', 'pubchem:12134547']",,,813.4346495959999,C42H63N5O9S
5,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin F,"['npatlas:13163', 'pubchem:11285812']",,,799.418999532,C41H61N5O9S
6,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)C=C(C)C)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin G,"['npatlas:18484', 'pubchem:101355563']",,,841.429564216,C43H63N5O10S
7,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin H,"['npatlas:1723', 'pubchem:11411735']",,,785.403349468,C40H59N5O9S
8,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin I,"['npatlas:11260', 'pubchem:11422937']",,,801.3982640880001,C40H59N5O10S
0,,,,OC[C@H](CCCCNC(=O)C1=CC=CC(O)=C1O)NC(=O)C1=CC=CC(O)=C1O,,,myxochelin A,"['npatlas:2219', 'pubchem:16093504']",,,404.1583511079999,C20H24N2O7
1,,,,C1=CC(=C(C(=C1)O)O)C(=O)NCCCC[C@@H](CN)NC(=O)C2=C(C(=CC=C2)O)O,,,myxochelin B,['pubchem:10873133'],,,403.17433551999994,C20H25N3O6
0,,,,O=C(C(CC(C)C)NC(CC(O)CCCCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,,,bananamide 1,,"['NMR', 'Mass spectrometry']",[M+H]+,1107.7154987840001,C55H97N9O14
1,,,,O=C(C(CC(C)C)NC(CC(O)C/C=C/CCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)N1)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C1=O)=O)=O)=O)=O)=O,,,bananamide 2,,"['NMR', 'Mass spectrometry']",[M+H]+,1105.69984872,C55H95N9O14
2,,,,O=C(C(CC(C)C)NC(CC(O)CCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,,,bananamide 3,,"['NMR', 'Mass spectrometry']",[M+H]+,1079.684198656,C53H93N9O14
0,,"['Antibacterial', 'Antifungal', 'Cytotoxic']",[{'moiety': 'Fumarate'}],CC1C/C(=C/C=C\CC(OC(=O)/C(=C\C(=C\C(C1O)C)\C)/C)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)OC(=O)/C=C/C(=O)O)O)O)/C,,,JBIR-100,['pubchem:102518265'],"['NMR', 'Mass spectrometry']",,674.4029980560001,C38H58O10
0,,,,[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](C\C=C\C=C\CCC)N1C2=O,,,heronamide A,"['npatlas:2271', 'pubchem:102257463']",,,465.287908728,C29H39NO4
1,,,,CCC/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(=C\[C@@H]3C=C[C@@H]([C@@H]([C@H]3/C(=C/C=C/[C@H]2C(=O)N1)/C)O)O)/C,,,heronamide B,['pubchem:102257462'],,,449.29299410799996,C29H39NO3
2,,,,CCC\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@H](O)[C@H](O)\C=C(/C)\C=C\C=C\C(=O)N1,,,heronamide C,"['npatlas:2588', 'pubchem:102257461']",,,449.292994108,C29H39NO3
3,,,,[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](CC=CC=CC)N1C2=O,,,heronamide D,"['npatlas:11575', 'pubchem:102362803']",,,437.2566086,C27H35NO4
4,,,,[H][C@]12C[C@@H](CC=CC=CC)NC(=O)[C@]1([H])\C=C\C=C(C)\[C@@]1([H])[C@H](O)[C@H](O)C=C[C@]1([H])\C=C(/C)\C=C\2,,,heronamide E,"['npatlas:18373', 'pubchem:76332081']",,,421.26169397999996,C27H35NO3
5,,,,C\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@@H](O)[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1,,,heronamide F,"['npatlas:6236', 'pubchem:76332081']",,,421.26169398,C27H35NO3
0,,,,[H][C@@]12C[C@@]([H])(OC(=O)\C=C(/C)\C=C\C[C@@H](O)CC(=C)\C=C(C)\C1)[C@](C)(O2)[C@@H](O)\C=C(/C)C[C@H]1OC(C)(C)O[C@@H](C[C@H]2OC(C)(C)O[C@@H](C[C@H](CC(=C)C(\OC)=C/Br)OC(=O)CCCCCCCCCCCCCCC)[C@H]2C)C1(C)C,,,phormidolide,"['npatlas:4201', 'pubchem:101209503']",,,1156.6789408999998,C65H105BrO12
0,,,,,,,paeninodin,,,,,
0,,,,C[C@H]1CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O,,,carbamidocyclophane A,"['npatlas:9092', 'pubchem:16215902']",,,806.2634274080002,C38H54Cl4N2O8
1,,,,C[C@H]1CCCCC(CCCCCl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O,,,carbamidocyclophane B,"['npatlas:3410', 'pubchem:16215903']",,,772.3023997600001,C38H55Cl3N2O8
2,,,,CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCC(Cl)Cl)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane C,"['npatlas:17958', 'pubchem:16216030']",,,738.341372112,C38H56Cl2N2O8
3,,,,CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCCCl)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane D,"['npatlas:17132', 'pubchem:16216031']",,,704.3803444640001,C38H57ClN2O8
4,,,,CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCC)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane E,"['npatlas:16180', 'pubchem:16216032']",,,670.4193168160001,C38H58N2O8
5,,,,C[C@H]1CCCC[C@H](CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1O,,,carbamidocyclophane F,"['npatlas:6200', 'pubchem:102126547']",,,763.2576137560002,C37H53Cl4NO7
6,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])[H])CCCC[C@H](C)[C@@H](O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane H,,,,627.413503164,C37H57NO7
7,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane M,,,,748.3298288840001,C38H57BrN2O8
8,,,,[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane N,,,,826.2403409520001,C38H56Br2N2O8
9,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane O,,,,826.2403409520001,C38H56Br2N2O8
10,,,,[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane P,,,,904.1508530200001,C38H55Br3N2O8
11,,,,C[C@H]1CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O,,,carbamidocyclophane Q,,,,982.0613650880001,C38H54Br4N2O8
12,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane R,,,,705.3240152320001,C37H56BrNO7
13,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane S,,,,783.2345273000001,C37H55Br2NO7
14,,,,[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane T,,,,861.1450393680002,C37H54Br3NO7
15,,,,C[C@H]1CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@@H]1O,,,carbamidocyclophane U,,,,939.0555514360001,C37H53Br4NO7
0,,,,CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(C)C)C,,,leucinostatin A,['pubchem:5477807'],,,1217.8362826119996,C62H111N11O13
1,,,,CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CNC)C,,,leucinostatin B,['pubchem:6440573'],,,1203.8206325479998,C61H109N11O13
0,,,,Cc1c(c(n2c(cnc2c1Br)CSCCO)C)Br,,,mycophenolic acid,,,,391.91935826799994,C12H14Br2N2OS
0,,,,C[C@@H]1C(=C)[C@@H]([C@@]2(C([C@]1(C(=C2C)C)C)C)C)C,,,sodorifen,['pubchem:46187193'],,,218.203450832,C16H26
0,,,,C1=CC(=O)C(=C2C(=C1)SS2)C(=O)O,,,tropodithietic acid,['pubchem:44632924'],,,211.960185988,C8H4O3S2
0,,,,,,,ralsolamycin,,,,,
0,,,,,,,cinnamycin B,,,,,
0,,,,,,,clapurines,,,,,
0,,,,CC1=CC(O)=CC2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C=C(O)C=C4O)C(C)(C)C1=C3)O2,,,BE-24566B,"['npatlas:1814', 'pubchem:9868865']",,,460.1522031079999,C27H24O7
1,,,,CC1=CC(O)=C(Cl)C2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C(Cl)=C(O)C=C4O)C(C)(C)C1=C3)O2,,,zunyimycin A,,,,528.0742584039999,C27H22Cl2O7
0,,,,CC(C\C(C)=C\C=C\C(C)NC(=O)C1=CC=CC=C1)C=C,,,haliamide,,,,283.19361442,C19H25NO
0,,,,[H][C@@]1(CCCN1)[C@H](NC(=O)[C@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=CC(O)=C12)C(=O)NC(C)(CO)C(O)=O,,,JBIR-126,['npatlas:16046'],,,535.1833759799999,C24H30ClN5O7
0,,,,NC(=O)\C=C\C=C\C1C=CC2C=CC3OC(\C=C\C=C\C=C\C(O)=O)C1C23,,,metatricycloene,,,,365.162708216,C22H23NO4
0,,,,CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@H](C(O)CON)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)C1=CC=C(O)C=C1,,,lipopeptide 8D1-1,,,,1502.5473833639996,C66H82N14O27
1,,,,CCCC(O)C(O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@H](C(O)CON)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)C1=CC=C(O)C=C1,,,lipopeptide 8D1-2,,,,1520.5579480479998,C66H84N14O28
0,,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](C)O)C)O)O)O,,,echinocandin B,['pubchem:9898144'],,,1059.5739795120003,C52H81N7O16
0,,,,CC1(CCC(OC1)(C)/C=C/C2=C(C3=C(C=C2)NC(=O)C(C3(C4=CC=C(C=C4)OC)O)OC)O)C,,,penigequinolone A,['pubchem:42602890'],,,467.230788,C27H33NO6
0,,,,C[C@@H]1CC[C@@H]2[C@@H]1C[C@@]3([C@@H]4C[C@]2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)CO[C@H]5[C@H]([C@@H]([C@@H]([C@H](O5)C)OC)O)O,,,sordarin,['pubchem:485851'],,,492.27231823999983,C27H40O8
0,,,,NC(=O)C1=CC2=C(NC3=C2C=CC(Cl)=C3)S1,,,thienodolin,"['npatlas:17595', 'pubchem:442119']",,,249.996761524,C11H7ClN2OS
0,,,,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,,,penitrem A,['pubchem:6610243'],,,633.285715808,C37H44ClNO6
1,,,,[H][C@]12C[C@@]3([H])[C@@]1([H])C1=C(CC2=C)C=CC2=C1C1=C(N2)[C@@]2(C)[C@@]([H])(CC[C@@]4(O)[C@@]56O[C@@H]5[C@@H](O)[C@H](O[C@@]6([H])CC[C@]24C)C(C)=C)[C@]1([H])OC3(C)C,,,penitrem B,"['npatlas:3988', 'pubchem:3084087']",,,583.3297735399998,C37H45NO5
2,,,,CC(=C)C1OC2CCC3(C)C4(C)C(CCC3(O)C2=CC1O)C1OC(C)(C)C2CC3C2C2=C(CC3=C)C(Cl)=CC3=C2C1=C4N3,,,penitrem C,"['npatlas:5425', 'pubchem:76316105']",,,601.2958865679999,C37H44ClNO4
3,,,,[H][C@]12C[C@@]3([H])[C@@]1([H])C1=C4C(NC5=C4[C@@]([H])(OC3(C)C)[C@]3([H])CC[C@@]4(O)C6=C[C@@H](O)[C@H](O[C@@]6([H])CC[C@]4(C)[C@@]53C)C(C)=C)=CC=C1CC2=C,,,penitrem D,"['npatlas:18451', 'pubchem:3035208']",,,567.33485892,C37H45NO4
4,,,,[H][C@]12C[C@@]3([H])[C@@]1(O)C1=C(CC2=C)C=CC2=C1C1=C(N2)[C@@]2(C)[C@@]([H])(CC[C@@]4(O)[C@@]56O[C@@H]5[C@@H](O)[C@H](O[C@@]6([H])CC[C@]24C)C(C)=C)[C@]1([H])OC3(C)C,,,penitrem E,"['npatlas:17969', 'pubchem:3086087']",,,599.3246881599999,C37H45NO6
5,,,,[H][C@]12C[C@@]3([H])[C@@]1([H])C1=C(CC2=C)C(Cl)=CC2=C1C1=C(N2)[C@@]2(C)[C@@]([H])(CC[C@@]4(O)[C@@]56O[C@@H]5[C@@H](O)[C@H](O[C@@]6([H])CC[C@]24C)C(C)=C)[C@]1([H])OC3(C)C,,,penitrem F,"['npatlas:5947', 'pubchem:3086086']",,,617.2908011879999,C37H44ClNO5
0,,,,COC1=C2C(O)CC3=CC4=C(C(=O)OC(C)C4)C(O)=C3C2=C(O)C2=C1C(=O)C1=C(C=CC=C1O)C2=O,,,WS79089A,['npatlas:8064'],,,488.11073221999993,C27H20O9
1,,,,COC1=C2[C@@H](CC3=C(C(O)=C4C(=O)O[C@H](C)CC4=C3)C2=C(O)C2=C1C(=O)C1=C(O)C=CC=C1C2=O)OC(C)=C,,,hexaricin B,,,,528.1420323479999,C30H24O9
2,,,,COC1=C2CCC3=C(C(O)=C4C(=O)O[C@@H](C)CC4=C3)C2=C(O)C2=C1C(=O)C1=C(O)C=CC=C1C2=O,,,hexaricin C,,,,472.1158175999999,C27H20O8
0,,,,CC(O)[C@@]12O[C@@]11[C@H](O)C#C\C=C/C#C[C@@H]2NC2=C1C=C(O)C1=C2C(=O)C2=CC=CC=C2C1=O,,,uncialamycin,"['npatlas:1771', 'pubchem:16744765']",,,439.10558726399995,C26H17NO6
0,,,,,,,tiancimycin,,,,,
0,,,,[H][C@]12N\C(N[C@]1([H])C(=O)N(C)CC2O)=N/[C@@H]1OC(CO)[C@H](OC(N)=O)[C@H](O)C1N(C)C(=O)CNC=N,,,BD-12,,,,486.21865992,C18H30N8O8
0,,,,,,,salecan,,,,,
0,,,,[H][C@]12C[C@H](O)[C@@H](O)[C@](O)(CC(O)C(C)CCC(O)CC(O)CC(O)C\C=C\C(=O)OC(C(C)C(O)C(C)C(O)C(C)C(C)O[C@@H]3C[C@@H](OC(=O)CCCC)[C@@H](O)[C@@H](C)O3)C(C)C3OC3C(O)CCCC(CC(O)C1)OC(=O)CC(O)=O)O2,,,brasilinolide A,"['npatlas:19615', 'pubchem:6438451']",,,1166.644804016,C57H98O24
1,,,,CCCCC(C(=O)OC)C(=O)OC1CCCC(O)C2OC2C(C)C(OC(=O)\C=C/CC(O)CC(O)CC(O)CCC(C)C(O)C[C@]2(O)O[C@@H](C[C@H](O)[C@H]2O)CC(O)C1)C(C)C(O)C(C)C(O)C(C)C(C)OC1CC(OC)C(OC)C(C)O1,,,brasilinolide B,"['npatlas:6183', 'pubchem:70678686']",,,1180.696839588,C59H104O23
2,,,,[H][C@@]12O[C@@]1([H])[C@H](C)[C@H](OC(=O)\C=C\C[C@H](O)C[C@H](O)C[C@@H](O)CC[C@@H](C)[C@H](O)C[C@]1(O)O[C@@]([H])(C[C@H](O)[C@H]1O)C[C@@H](O)C[C@H](O)CCC[C@@H]2O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1,,,brasilinolide C,['npatlas:2229'],,,996.5868952160001,C49H88O20
0,,,,CC1CCC\C=C/C=C/C(O)CC(O)C\C=C/C=C/C(O)C\C=C\C=C/C(=O)O1,,,macrolactin H,['npatlas:18354'],,,402.2406241879999,C24H34O5
1,,,,C[C@@H]1CCC\C=C\C=C\[C@H](O)C[C@@H](O)C\C=C/C=C/[C@H](C\C=C\C=C/C(=O)O1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,macrolactin B,['npatlas:16643'],,,564.2934476079998,C30H44O10
2,,,,CC1CCC/C=C/C=C/C(CC(C/C=C\C=C\C(C/C=C/C=C\C(=O)O1)O)O)OC2C(C(C(C(O2)CO)O)O)O,,,macrolactin 1c,['pubchem:23426102'],,,564.2934476079997,C30H44O10
3,,,,C[C@@H]1CCC\C=C\C=C\C(=O)C[C@@H](O)C\C=C/C=C/[C@@H](O)C\C=C\C=C/C(=O)O1,,,macrolactin E,['npatlas:8986'],,,400.2249741239999,C24H32O5
0,,,,C[C@@H]1OC(CC[C@@H]1O[C@@H]1O[C@@H](C)C(=O)C=C1)O[C@@H]1[C@@H](C)O[C@H](C[C@H]1O)C1=C(O)C2=C(C=C1)C(=O)C1=C(C=C[C@]3(O)C[C@@](C)(CC(=O)[C@]13O)O[C@@H]1O[C@@H](C)C(=O)C=C1)C2=O,,,saprolmycin E,"['npatlas:13794', 'pubchem:102200780']",,,820.2942354560001,C43H48O16
0,,,,COC1C2=COC(CO)=C2C(=O)C2=C(O)C(OC)=C(O)C=C12,,,JBIR-76,,,,306.073952788,C15H14O7
1,,,,[H]CC1=C2C(=CO1)C(OC)C1=CC(O)=C(OC)C(O)=C1C2=O,,,JBIR-77,,,,290.079038168,C15H14O6
0,,,,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O,,,nucleocidin,"['npatlas:11799', 'pubchem:72299']",,,364.06013135599994,C10H13FN6O6S
0,,,,,,,gassericin E,,,,,
0,,,,,,,cichopeptin,,,,,
