,,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
1206,12,mibig_json_2.0/BGC0001277.json,,,,,,,,,,,
1207,0,,,,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO,,,nivalenol,['pubchem:5284433'],,,312.12090298,C15H20O7
1207,1,,,,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO,,,deoxynivalenol,['pubchem:40024'],,,296.12598836,C15H20O6
1207,2,,,,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO,,,3-acetyldeoxynivalenol,['pubchem:5458510'],,,338.136553044,C17H22O7
1207,3,,,,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H](C34CO4)O2)O)C)COC(=O)C,,,15-acetyldeoxynivalenol,['pubchem:3034750'],,,338.136553044,C17H22O7
1207,4,,,,CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,,,neosolaniol,['pubchem:13818797'],,,382.16276779199995,C19H26O8
1207,5,,,,CC1=C[C@@H]2[C@](CC1)([C@]3(C[C@H]([C@H](C34CO4)O2)OC(=O)C)C)COC(=O)C,,,calonectrin,['pubchem:3035007'],,,350.17293855199995,C19H26O6
1207,6,,,,CC1=C[C@H]2[C@](CC1)([C@]3(C[C@H](C[C@]3(O2)CO)O)C)C,,,apotrichodiol,['pubchem:147061'],,,252.172544628,C15H24O3
1207,7,,,,CC1=CC([C@@](CC1)(C)[C@]2(C[C@H]([C@H](C23CO3)O)O)C)O,,,isotrichotriol,['pubchem:76322783'],,,268.167459248,C15H24O4
1207,8,,,,CC1=CC2C(CC1)(C3(CC(C(C34CO4)O2)OC(=O)C)C)CO,,,15-decalonectrin,['pubchem:587712'],,,308.162373868,C17H24O5
1207,9,,,,CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,,,T-2 toxin,['pubchem:442400'],,,466.2202826679998,C24H34O9
1207,10,,,,CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H](C[C@H]([C@H]([C@]34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C,,,3-acetyl T-2 toxin,['pubchem:76333597'],,,522.2464974159998,C27H38O10
1207,11,,,,CC1=CC[C@@](CC1)(C)[C@]2(CCCC2=C)C,"['Trichodiene', 'UNII-697ERP55B1', '28624-60-4', 'CHEBI:15861', '697ERP55B1', '1,4-Dimethyl-4-(1-methyl-2-methylenecyclopentyl)cyclohexene', '(4S)-1,4-dimethyl-4-[(1S)-1-methyl-2-methylidenecyclopentyl]cyclohexene', 'AC1L3G35', 'AC1Q29Z6', 'CHEMBL2251626', 'YFLSTROSSKYYNK-CABCVRRESA-N', 'cyclohexene, 1,4-dimethyl-4-((1s)-1-methyl-2-methylenecyclopentyl)-,(4s)-', 'LMPR0103180001', 'C01860', 'Cyclohexene, 1,4-dimethyl-4-((1S)-1-methyl-2-methylenecyclopentyl)-, (4S)-']",,trichodiene,,,,204.187800768,C15H24
1207,12,mibig_json_2.0/BGC0001278.json,,,,,,,,,,,
1208,0,,,,CCC(C)C1C(C2C(CC(CC2C(=O)C1(C)O)(C)O)C)(C)C(=O)/C=C\O,,,betaenone C,['pubchem:71308160'],,,366.2406241879999,C21H34O5
1208,1,,,,CCC(C)C1C2(C3C(CC(CC3C(C1(C)O)(/C(=C/O)/C2=O)O)(C)O)C)C,,,betaenone A,['pubchem:5478031'],,,366.2406241879999,C21H34O5
1208,2,mibig_json_2.0/BGC0001280.json,,,,,,,,,,,
1209,0,,,,CCCC(CC(=O)OC1[C@H]([C@@H](C(O[C@H]1O[C@H]2[C@@H](C([C@@H](OC2COC(=O)C)OCC(CCCCCCCCCCCCC(C(=O)O)O)O)O)O)CO)O)O)O,,,ustilagic acid,['pubchem:52922086'],,,784.4092652080002,C36H64O18
1209,1,mibig_json_2.0/BGC0001281.json,,,,,,,,,,,
1210,0,,,"[{'moiety': 'Arsenic-Carbon bond', 'subcluster': ['sli_1096', 'sli_1097', 'sli1091', 'sli1094']}]",,,,arsono-polyketide,,['Mass spectrometry'],M+,331.1248,C15H28AsO3
1210,1,mibig_json_2.0/BGC0001283.json,,,,,,,,,,,
1211,0,,,,,,,alternariol,,,,,
1211,1,mibig_json_2.0/BGC0001284.json,,,,,,,,,,,
1212,0,,['Antibacterial'],,CCCCCCC1=C(O)CC(CCCCC)OC1=O,['alpha-pyrone ii'],"[{'target': 'fatty acid synthase II system'}, {'target': 'membrane disruption'}]",pseudopyronine A,"['npatlas:1300', 'chemspider:10480437']","['NMR', 'Mass spectrometry']",,268.203844756,C16H28O3
1212,1,,['Antibacterial'],,CCCCCCCC1=CC(=O)C(O)(CCCCCC)O1,"['alpha-pyrone i', 'sch 419560']","[{'target': 'fatty acid synthase II system'}, {'target': 'membrane disruption'}]",pseudopyronine B,"['npatlas:7296', 'chemspider:10480436']","['NMR', 'Mass spectrometry']",,282.21949482,C17H30O3
1212,2,mibig_json_2.0/BGC0001285.json,,,,,,,,,,,
1213,0,,,,C=C(CC(=O)O)C(=O)O,,,itaconic acid,['pubchem:811'],,,130.026608672,C5H6O4
1213,1,mibig_json_2.0/BGC0001286.json,,,,,,,,,,,
1214,0,,,,C[C@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C(O)=C3C2=O)C(=O)\C(C)=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O,,,chaxamycin A,"['npatlas:15733', 'pubchem:53344650']",,,639.30434664,C35H45NO10
1214,1,,,,C[C@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C=C3C2=O)C(=O)\C(C)=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O,,,chaxamycin B,"['npatlas:253', 'pubchem:53344651']",,,623.3094320199999,C35H45NO9
1214,2,,,,C[C@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C(O)=C3C2=O)C(=O)\C(C)=C\[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O,,,chaxamycin C,"['npatlas:13936', 'pubchem:53344652']",,,655.29926126,C35H45NO11
1214,3,,,,C[C@@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C4[C@H](O)[C@@](C)(OC4=C(C)C(O)=C3C2=O)O\C=C\[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H]1O,,,chaxamycin D,"['npatlas:7450', 'pubchem:53344649']",,,683.29417588,C36H45NO12
1214,4,mibig_json_2.0/BGC0001287.json,,,,,,,,,,,
1215,0,,,,[H][C@@]12C[C@@H](C)CC[C@@]1([H])[C@]1(C)C(=O)C3=C(O)[C@@]4(C[C@@H](C[C@@H](C)O)C(CO)=C[C@@]4(C)C\C=C\[C@@H](C)[C@]1([H])C=C2)OC3=O,,,maklamicin,"['npatlas:1191', 'pubchem:101796870']",,,524.3137891279999,C32H44O6
1215,1,mibig_json_2.0/BGC0001288.json,,,,,,,,,,,
1216,0,,,,,,,penisin,,,,,
1216,1,mibig_json_2.0/BGC0001289.json,,,,,,,,,,,
1217,0,,,,CCCCCC[C@H](C)[C@H]1OC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1C)C(C)C,,,emericellamide A,"['npatlas:18260', 'pubchem:16216151']",,,609.4101490999999,C31H55N5O7
1217,1,,,,CCCCCC[C@H](C)C[C@H](C)[C@H]1OC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1C)C(C)C,,,emericellamide B,"['npatlas:10689', 'pubchem:16216152']",,,651.4570992920001,C34H61N5O7
1217,2,mibig_json_2.0/BGC0001290.json,,,,,,,,,,,
1218,0,,,,,,,enterocin NKR-5-3B,,,,,
1218,1,mibig_json_2.0/BGC0001291.json,,,,,,,,,,,
1219,0,,,,C1=CC(=C(C(=C1)O)NC(=O)C2=C(C=CC=N2)O)C3=NC4=C(C=CC=C4O3)C(=O)O,,,A33853,['pubchem:133379'],,,391.08043513599995,C20H13N3O6
1219,1,mibig_json_2.0/BGC0001292.json,,,,,,,,,,,
1220,0,,,,[H][C@]12[C@@H]3O[C@@H]3CCN1[C@@H](\C=C(/C)\C=C\C1CC1)[C@H](O)[C@@]2(C)O,,,cyclizidine,"['npatlas:6699', 'pubchem:101788223']",,,291.18344366,C17H25NO3
1220,1,mibig_json_2.0/BGC0001293.json,,,,,,,,,,,
1221,0,,,,CC(C)=CCC1=CC=CC2=C1NC(=O)C2=O,,,7-prenylisatin,['npatlas:14784'],,,215.094628656,C13H13NO2
1221,1,mibig_json_2.0/BGC0001294.json,,,,,,,,,,,
1222,0,,,,COC1=CC=C(C(O)=O)C(=O)C1=[N+]=[N-],,,cremeomycin,"['npatlas:6413', 'pubchem:54704722']",,,194.032756672,C8H6N2O4
1222,1,mibig_json_2.0/BGC0001295.json,,,,,,,,,,,
1223,0,,,,C\C=C\C=C1/C=CC2=C1C(=O)CCN2,,,streptazone E,['npatlas:5197'],,,187.099714036,C12H13NO
1223,1,mibig_json_2.0/BGC0001296.json,,,,,,,,,,,
1224,0,,,,,,,WS9326,,,,,
1224,1,mibig_json_2.0/BGC0001297.json,,,,,,,,,,,
1225,0,,,,,,,4-Z-annimycin,,,,,
1225,1,mibig_json_2.0/BGC0001298.json,,,,,,,,,,,
1226,0,,,,[H][C@@]12CC(C)=C[C@@H](C)[C@@]1([H])[C@]1([H])C(=O)C(Cl)(Cl)C(=O)[C@H](C)C(=O)O[C@@H](C)\C=C\C=C/[C@@H](C)[C@]1([H])C=C2,,,chlorotonil A,['npatlas:5497'],,,478.16776486399993,C26H32Cl2O4
1226,1,mibig_json_2.0/BGC0001299.json,,,,,,,,,,,
1227,0,,,,[H][C@]12CC(C)=CC[C@]1([H])[C@@]1([H])\C(O)=C\C(=O)[C@@H](C)C(=O)O[C@H](C)\C=C\C=C/[C@@H](C)[C@@]1([H])C=C2,,,anthracimycin,['npatlas:874'],,,396.230059504,C25H32O4
1227,1,mibig_json_2.0/BGC0001300.json,,,,,,,,,,,
1228,0,,,,,,,anthracimycin,,,,,
1228,1,mibig_json_2.0/BGC0001301.json,,,,,,,,,,,
1229,0,,,,COC(=O)C1=C2C(=C(C=C1)O)NC3=C(C(=CC(=O)C3=N2)O)C=O,,,lomofungin,['pubchem:5351222'],,,314.05388603999995,C15H10N2O6
1229,1,mibig_json_2.0/BGC0001302.json,,,,,,,,,,,
1230,0,,,,C[C@H]1CC=CC=C(C)C=C(C)C=C\C=C/[C@H](O)C[C@H](O)[C@@H](O)[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1,,,lobosamide A,['npatlas:1294'],,,483.29847341199996,C29H41NO5
1230,1,,,,C[C@H]1CC=CC=C(C)C=C(C)C=C\C=C\[C@H](O)C[C@H](O)[C@@H](O)[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1,,,lobosamide B,['npatlas:15369'],,,483.29847341199996,C29H41NO5
1230,2,,,,C[C@H]1CC=CC=C(C)C=C(C)C=C\C=C/[C@H](O)C[C@H](O)C[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1,,,lobosamide C,['npatlas:1511'],,,467.303558792,C29H41NO4
1230,3,mibig_json_2.0/BGC0001303.json,,,,,,,,,,,
1231,0,,,,CC1=CC(=C(C2=C1C(=CC(=O)O2)OC)C3=C(C4=C(C=C(C=C4CO)OC)OC3=O)OC)OC,,,aflavarin,['pubchem:44584646'],,,454.1263822839998,C24H22O9
1231,1,mibig_json_2.0/BGC0001304.json,,,,,,,,,,,
1232,0,,,,,,,fujikurin A,,,,,
1232,1,,,,CCC(C)C(=C1C(=O)C(C(OC1=O)C)CO)O,['J3.501.430F'],,fujikurin B,['pubchem:132558392'],,,242.115423676,C12H18O5
1232,2,,,,CCC(C)C(=C1C(=O)C(C(OC1=O)C)C)O,['J3.501.431D'],,fujikurin C,['pubchem:132558393'],,,226.120509056,C12H18O4
1232,3,,,,CCC(C)C(\O)=C1/C(=O)OC(C)C(C)C1=O,"['CHEMBL3597517', 'J3.501.432B']",,fujikurin D,"['npatlas:4349', 'pubchem:122183676']",,,226.120509056,C12H18O4
1232,4,mibig_json_2.0/BGC0001305.json,,,,,,,,,,,
1233,0,,,,,,,asperipin 2a,,,,,
1233,1,mibig_json_2.0/BGC0001306.json,,,,,,,,,,,
1234,0,,,,,,,chaxapeptin,,,,,
1234,1,mibig_json_2.0/BGC0001307.json,,,,,,,,,,,
1235,0,,,,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,,,naringenin,['pubchem:932'],,,272.068473484,C15H12O5
1235,1,mibig_json_2.0/BGC0001310.json,,,,,,,,,,,
1236,0,,['Antibacterial'],,,,,flavecins,,['Mass spectrometry'],[M+H]+,-1.0,
1236,1,mibig_json_2.0/BGC0001311.json,,,,,,,,,,,
1237,0,,,,CCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]1C(C)OC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC1=O)C(C)C)[C@@H](C)CC,,,viscosin,"['npatlas:6108', 'pubchem:72937']",,,1125.68967796,C54H95N9O16
1237,1,mibig_json_2.0/BGC0001312.json,,,,,,,,,,,
1238,0,,,,,,,arabidiol-baruol,,,,,
1238,1,mibig_json_2.0/BGC0001313.json,,,,,,,,,,,
1239,0,,,,C[C@@H](CCC=C(C)C)[C@@H]1CC[C@]2([C@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,,,tirucalla,['pubchem:12302184'],,,426.38616621999995,C30H50O
1239,1,mibig_json_2.0/BGC0001314.json,,,,,,,,,,,
1240,0,,,,,,,cucurbitacin,,,,,
1240,1,mibig_json_2.0/BGC0001315.json,,,,,,,,,,,
1241,0,,,,CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,"['LINAMARIN', 'Phaseolunatin', '554-35-8', 'UNII-H3V9RP3WLO', '2-(beta-D-Glucopyranosyloxy)-2-methylpropanenitrile', 'HSDB 3507', 'alpha-Hydroxyisobutyronitrile-beta-D-glucose', 'H3V9RP3WLO', '1-cyano-1-methylethyl beta-D-glucoside', 'BRN 0019237', '2-(beta-D-Glucopyranosyloxy)isobutyronitrile', 'CHEBI:16441', 'Propanenitrile, 2-(beta-D-glucopyranosyloxy)-2-methyl-', 'Manihotoxin', 'Linamarin min. 99%', 'Spectrum_001946', 'SpecPlus_000936', 'AC1L1WOH', 'Spectrum2_001972', 'Spectrum3_001622', 'Spectrum4_001668', 'Spectrum5_000575', 'SCHEMBL42021', 'BSPBio_003283', 'KBioGR_002195', 'KBioSS_002500', '5-17-07-00397 (Beilstein Handbook Reference)', 'DivK1c_007032', 'SPECTRUM1504124', 'SPBio_002123', 'BICL4127', 'CHEMBL3039425', 'DTXSID8052857', 'CTK8G0586', 'KBio1_001976', 'KBio2_002492', 'KBio2_005060', 'KBio2_007628', 'KBio3_002503', 'ZINC3984017', 'CCG-39428', 'MFCD00036209', 'AKOS030242445', 'SDCCGMLS-0066829.P001', 'NCGC00178164-01', 'alpha-Hydroxyisobutyronitrile beta-D-glucose', 'LS-120874', 'FT-0608720', 'C01594', '2-beta-d-glucopyranosyloxy-2-methylpropanenitrile', '2-(|A-D-Glucopyranosyloxy)-2-methylpropionitrile', 'C-51988', 'SR-05000002494', '2-(|A-D-Glucopyranosyloxy)-2-methyl-propanenitrile', '2-(beta-D-Glucopyranosyloxy)-2-methylpropionitrile', 'alpha-Hydroxyisobutyronitrile beta-D-glucopyranoside', 'SR-05000002494-1', 'W-203090', '2-(beta-D-Glucopyranosyloxy)-2-methyl-Propanenitrile', '2-(b-D-Glucopyranosyloxy)-2-methylpropanenitrile, 9CI', 'alpha-Hydroxyisobutyronitrile beta-D-glucopyranoside, >=98.0% (HPLC)', '2-methyl-2-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)propanenitrile', '2-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropanenitrile', '2-methyl-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}propanenitrile']",,linamarin,,,,247.105587264,C10H17NO6
1241,1,,,,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,,,lotaustralin,['pubchem:441467'],,,261.121237328,C11H19NO6
1241,2,mibig_json_2.0/BGC0001316.json,,,,,,,,,,,
1242,0,,,,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,,,lupeol,['pubchem:259846'],,,426.38616621999995,C30H50O
1242,1,mibig_json_2.0/BGC0001317.json,,,,,,,,,,,
1243,0,,,,CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,"['LINAMARIN', 'Phaseolunatin', '554-35-8', 'UNII-H3V9RP3WLO', '2-(beta-D-Glucopyranosyloxy)-2-methylpropanenitrile', 'HSDB 3507', 'alpha-Hydroxyisobutyronitrile-beta-D-glucose', 'H3V9RP3WLO', '1-cyano-1-methylethyl beta-D-glucoside', 'BRN 0019237', '2-(beta-D-Glucopyranosyloxy)isobutyronitrile', 'CHEBI:16441', 'Propanenitrile, 2-(beta-D-glucopyranosyloxy)-2-methyl-', 'Manihotoxin', 'Linamarin min. 99%', 'Spectrum_001946', 'SpecPlus_000936', 'AC1L1WOH', 'Spectrum2_001972', 'Spectrum3_001622', 'Spectrum4_001668', 'Spectrum5_000575', 'SCHEMBL42021', 'BSPBio_003283', 'KBioGR_002195', 'KBioSS_002500', '5-17-07-00397 (Beilstein Handbook Reference)', 'DivK1c_007032', 'SPECTRUM1504124', 'SPBio_002123', 'BICL4127', 'CHEMBL3039425', 'DTXSID8052857', 'CTK8G0586', 'KBio1_001976', 'KBio2_002492', 'KBio2_005060', 'KBio2_007628', 'KBio3_002503', 'ZINC3984017', 'CCG-39428', 'MFCD00036209', 'AKOS030242445', 'SDCCGMLS-0066829.P001', 'NCGC00178164-01', 'alpha-Hydroxyisobutyronitrile beta-D-glucose', 'LS-120874', 'FT-0608720', 'C01594', '2-beta-d-glucopyranosyloxy-2-methylpropanenitrile', '2-(|A-D-Glucopyranosyloxy)-2-methylpropionitrile', 'C-51988', 'SR-05000002494', '2-(|A-D-Glucopyranosyloxy)-2-methyl-propanenitrile', '2-(beta-D-Glucopyranosyloxy)-2-methylpropionitrile', 'alpha-Hydroxyisobutyronitrile beta-D-glucopyranoside', 'SR-05000002494-1', 'W-203090', '2-(beta-D-Glucopyranosyloxy)-2-methyl-Propanenitrile', '2-(b-D-Glucopyranosyloxy)-2-methylpropanenitrile, 9CI', 'alpha-Hydroxyisobutyronitrile beta-D-glucopyranoside, >=98.0% (HPLC)', '2-methyl-2-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)propanenitrile', '2-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropanenitrile', '2-methyl-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}propanenitrile']",,linamarin,,,,247.105587264,C10H17NO6
1243,1,,,,,,,lotaustralin,,,,,
1243,2,mibig_json_2.0/BGC0001318.json,,,,,,,,,,,
1244,0,,,,,,,monoterpenes-diterpenes,,,,,
1244,1,mibig_json_2.0/BGC0001321.json,,,,,,,,,,,
1245,0,,,,CC(=CCCC(C)(C(=O)CC[C@@]1(C2CC3C1(C3C2)C)C)O)C,,,lycosantalonol,['pubchem:101900499'],,,304.240230264,C20H32O2
1245,1,mibig_json_2.0/BGC0001322.json,,,,,,,,,,,
1246,0,,,,,,,monoterpenes-diterpenes,,,,,
1246,1,mibig_json_2.0/BGC0001323.json,,,,,,,,,,,
1247,0,,,,,,,monoterpenes-diterpenes,,,,,
1247,1,mibig_json_2.0/BGC0001324.json,,,,,,,,,,,
1248,0,,,,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,,,noscapine,['pubchem:275196'],,,413.14745207599987,C22H23NO7
1248,1,mibig_json_2.0/BGC0001325.json,,,,,,,,,,,
1249,0,,,,CC(C)CCCCCCCCCCCC(C)C1OC(=O)C(NC(=O)CN(C)C(=O)\C=C/C(=C)NC(=O)C1C)C(O)C(N)=O,,,rakicidin A,['npatlas:19491'],,,606.399250068,C32H54N4O7
1249,1,,,,CC(C)CCCCCCCCCCCCC(C)C1OC(=O)C(NC(=O)CN(C)C(=O)\C=C/C(=C)NC(=O)C1C)C(O)C(N)=O,,,rakicidin B,['npatlas:12160'],,,620.414900132,C33H56N4O7
1249,2,mibig_json_2.0/BGC0001327.json,,,,,,,,,,,
1250,0,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['MCBG_00130']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['MCBG_00137']}]",CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,,,rakicidin A,,"['NMR', 'Mass spectrometry', 'Total synthesis']",[M+H]+,606.399250068,C32H54N4O7
1250,1,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['MCBG_00130']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['MCBG_00137']}]",CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,,,rakicidin B,,['Mass spectrometry'],[M+H]+,620.414900132,C33H56N4O7
1250,2,mibig_json_2.0/BGC0001328.json,,,,,,,,,,,
1251,0,,,"[{'moiety': '4-amido-2,4-pentadienoate'}]",CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCC)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,,,rakicidin D,,['Mass spectrometry'],[M+H]+,494.2740495559999,C24H38N4O7
1251,1,mibig_json_2.0/BGC0001329.json,,,,,,,,,,,
1252,0,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",CC1C(OC(=O)CN(C(=O)/C=C/C(=C)NC(=O)CNC(=O)C(C1=O)(C)O)C)CCCCCCCCCCC(C)C,,,BE-43547A1,['pubchem:9959574'],"['NMR', 'Mass spectrometry', 'Total synthesis']",,563.357050908,C30H49N3O7
1252,1,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547A2,,['Mass spectrometry'],[M+H]+,563.357050908,C30H49N3O7
1252,2,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)CC)[C@@H]1C)=O)=O)=C,,,BE-43547B1,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7
1252,3,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547B2,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7
1252,4,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547B3,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7
1252,5,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547C1,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7
1252,6,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547C2,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7
1252,7,mibig_json_2.0/BGC0001330.json,,,,,,,,,,,
1253,0,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}, {'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547A1,,"['NMR', 'Mass spectrometry', 'Total synthesis']",[M+H]+,563.357050908,C30H49N3O7
1253,1,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547A2,,"['NMR', 'Mass spectrometry']",[M+H]+,563.357050908,C30H49N3O7
1253,2,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)CC)[C@@H]1C)=O)=O)=C,,,BE-43547B1,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7
1253,3,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547B2,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7
