,,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula,Unnamed: 0,ncbi_tax_id,organism_name
mibig_json_2.0/BGC0001323.json,0,,,,,,,monoterpenes-diterpenes,,,,,,493,28526,Solanum pennellii
mibig_json_2.0/BGC0001324.json,0,,,,,,,monoterpenes-diterpenes,,,,,,344,4084,Solanum pimpinellifolium
mibig_json_2.0/BGC0001325.json,0,,,,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,,,noscapine,['pubchem:275196'],,,413.14745207599987,C22H23NO7,140,3469,Papaver somniferum
mibig_json_2.0/BGC0001327.json,0,,,,CC(C)CCCCCCCCCCCC(C)C1OC(=O)C(NC(=O)CN(C)C(=O)\C=C/C(=C)NC(=O)C1C)C(O)C(N)=O,,,rakicidin A,['npatlas:19491'],,,606.399250068,C32H54N4O7,1665,47872,Micromonospora purpureochromogenes
mibig_json_2.0/BGC0001327.json,1,,,,CC(C)CCCCCCCCCCCCC(C)C1OC(=O)C(NC(=O)CN(C)C(=O)\C=C/C(=C)NC(=O)C1C)C(O)C(N)=O,,,rakicidin B,['npatlas:12160'],,,620.414900132,C33H56N4O7,1665,47872,Micromonospora purpureochromogenes
mibig_json_2.0/BGC0001328.json,0,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['MCBG_00130']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['MCBG_00137']}]",CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,,,rakicidin A,,"['NMR', 'Mass spectrometry', 'Total synthesis']",[M+H]+,606.399250068,C32H54N4O7,475,457406,Micromonospora sp. M42
mibig_json_2.0/BGC0001328.json,1,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['MCBG_00130']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['MCBG_00137']}]",CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,,,rakicidin B,,['Mass spectrometry'],[M+H]+,620.414900132,C33H56N4O7,475,457406,Micromonospora sp. M42
mibig_json_2.0/BGC0001329.json,0,,,"[{'moiety': '4-amido-2,4-pentadienoate'}]",CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCC)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,,,rakicidin D,,['Mass spectrometry'],[M+H]+,494.2740495559999,C24H38N4O7,18,68228,Streptomyces lilacinus
mibig_json_2.0/BGC0001330.json,0,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",CC1C(OC(=O)CN(C(=O)/C=C/C(=C)NC(=O)CNC(=O)C(C1=O)(C)O)C)CCCCCCCCCCC(C)C,,,BE-43547A1,['pubchem:9959574'],"['NMR', 'Mass spectrometry', 'Total synthesis']",,563.357050908,C30H49N3O7,1714,1661387,Micromonospora sp. RV43
mibig_json_2.0/BGC0001330.json,1,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547A2,,['Mass spectrometry'],[M+H]+,563.357050908,C30H49N3O7,1714,1661387,Micromonospora sp. RV43
mibig_json_2.0/BGC0001330.json,2,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)CC)[C@@H]1C)=O)=O)=C,,,BE-43547B1,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7,1714,1661387,Micromonospora sp. RV43
mibig_json_2.0/BGC0001330.json,3,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547B2,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7,1714,1661387,Micromonospora sp. RV43
mibig_json_2.0/BGC0001330.json,4,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547B3,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7,1714,1661387,Micromonospora sp. RV43
mibig_json_2.0/BGC0001330.json,5,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547C1,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7,1714,1661387,Micromonospora sp. RV43
mibig_json_2.0/BGC0001330.json,6,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate'}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547C2,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7,1714,1661387,Micromonospora sp. RV43
mibig_json_2.0/BGC0001331.json,0,,['Cytotoxic'],"[{'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}, {'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547A1,,"['NMR', 'Mass spectrometry', 'Total synthesis']",[M+H]+,563.357050908,C30H49N3O7,1627,1169167,Salinispora arenicola CNR107
mibig_json_2.0/BGC0001331.json,1,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547A2,,"['NMR', 'Mass spectrometry']",[M+H]+,563.357050908,C30H49N3O7,1627,1169167,Salinispora arenicola CNR107
mibig_json_2.0/BGC0001331.json,2,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)CC)[C@@H]1C)=O)=O)=C,,,BE-43547B1,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7,1627,1169167,Salinispora arenicola CNR107
mibig_json_2.0/BGC0001331.json,3,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547B2,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7,1627,1169167,Salinispora arenicola CNR107
mibig_json_2.0/BGC0001331.json,4,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547B3,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7,1627,1169167,Salinispora arenicola CNR107
mibig_json_2.0/BGC0001331.json,5,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547C1,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7,1627,1169167,Salinispora arenicola CNR107
mibig_json_2.0/BGC0001331.json,6,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547C2,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7,1627,1169167,Salinispora arenicola CNR107
mibig_json_2.0/BGC0001332.json,0,,,,CCC[C@@H](C)[C@@H]1[C@H](C(=O)NC(=C)/C=C/C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C)CCO,,,microtermolide A,['pubchem:60149579'],,,451.26823590399994,C23H37N3O6,308,1155718,Streptomyces sp. MspMP-M5
mibig_json_2.0/BGC0001333.json,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AEF32092.1']}]",COC1=C2N(C3=CC=CC=C13)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2N(C)C2=CC=C(Cl)C=C12,"['unii-t7972epw8p', 't7972epw8p']",[{'target': 'V-ATPase'}],BE-54017,"['npatlas:5807', 'pubchem:66575233']","['NMR', 'Mass spectrometry']",,451.093498356,C23H18ClN3O5,186,1047164,uncultured bacterium AB1650
mibig_json_2.0/BGC0001334.json,0,,,,COC1=C2N(C3=C1C=CC=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2,,,caldoniamide A,['npatlas:11693'],,,437.077848292,C22H16ClN3O5,913,1048205,Streptomyces uncialis
mibig_json_2.0/BGC0001334.json,1,,,,COC1=C2N(C3=C1C=C(Cl)C=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2,,,cladoniamide B,"['npatlas:3322', 'pubchem:25053151']",,,471.03887593999997,C22H15Cl2N3O5,913,1048205,Streptomyces uncialis
mibig_json_2.0/BGC0001334.json,2,,,,COC1=C2N(C3=C1C=CC=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=CC=C2,,,cladoniamide C7,['npatlas:7636'],,,403.11682064400003,C22H17N3O5,913,1048205,Streptomyces uncialis
mibig_json_2.0/BGC0001334.json,3,,,,CNC(=O)[C@@]1(O)N2C3=C(C=CC=C3)C(OC)=C2C2=C(C3=C(N2)C=CC(Cl)=C3)C1=O,,,cladoniamide D,"['npatlas:13171', 'pubchem:25053152']",,,409.082933672,C21H16ClN3O4,913,1048205,Streptomyces uncialis
mibig_json_2.0/BGC0001334.json,4,,,,CNC(=O)[C@@]1(O)N2C3=C(C=C(Cl)C=C3)C(OC)=C2C2=C(C3=C(N2)C=CC(Cl)=C3)C1=O,,,cladoniamide E,"['npatlas:2270', 'pubchem:25053149']",,,443.04396132,C21H15Cl2N3O4,913,1048205,Streptomyces uncialis
mibig_json_2.0/BGC0001334.json,5,,,,CNC(=O)[C@]1(O)C2=C(NC3=C2C=C(Cl)C=C3)C2=C(OC)C3=C(C=CC=C3)N2C1=O,,,cladoniamide F,"['npatlas:12664', 'pubchem:25053218']",,,409.08293367199997,C21H16ClN3O4,913,1048205,Streptomyces uncialis
mibig_json_2.0/BGC0001334.json,6,,,,CNC(=O)[C@]1(O)C2=C(NC3=C2C=C(Cl)C=C3)C2=C(OC)C3=C(C=CC(Cl)=C3)N2C1=O,,,cladoniamide G,"['npatlas:18144', 'pubchem:25053150']",,,443.04396132,C21H15Cl2N3O4,913,1048205,Streptomyces uncialis
mibig_json_2.0/BGC0001335.json,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AGI62212.1']}]",O=C1[C@]2(OC)N3C(C4=C([C@]2(OC)C(N1C)=O)C5=CC=C(Cl)C=C5N4)(O)C(C6=CC=C(Cl)C=C63)=O,['borregomycin'],,borregomycin A,,"['NMR', 'Mass spectrometry']",M-,501.049440624,C23H17Cl2N3O6,531,77133,uncultured bacterium
mibig_json_2.0/BGC0001335.json,1,,,,CN1C(=O)C2(C3=C(C4=C(C2(C1=O)OC)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)OC,,,borregomycin B,['pubchem:102196434'],,,469.05961138400005,C23H17Cl2N3O4,531,77133,uncultured bacterium
mibig_json_2.0/BGC0001335.json,2,,,,CN1C(=O)C2(C3=C(C4=C(C2(C1=O)OC)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O,,,borregomycin C,['pubchem:102196435'],,,455.04396132000005,C22H15Cl2N3O4,531,77133,uncultured bacterium
mibig_json_2.0/BGC0001335.json,3,,,,CN1C(=O)C2(C3=C(C4=C(C2(C1=O)O)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O,,,borregomycin D,['pubchem:102196436'],,,441.028311256,C21H13Cl2N3O4,531,77133,uncultured bacterium
mibig_json_2.0/BGC0001336.json,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AHE14639.1']}]",O=C1C2=C(C(C(OC)=O)N1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63,['erdasporine'],,erdasporine A,,"['NMR', 'Mass spectrometry']",[M-H]-,369.1113413400001,C22H15N3O3,1371,77133,uncultured bacterium
mibig_json_2.0/BGC0001336.json,1,,,,COC(=O)C1=C2C(=CN1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63,,,erdasporine B,['pubchem:102584106'],,,353.11642672000005,C22H15N3O2,1371,77133,uncultured bacterium
mibig_json_2.0/BGC0001336.json,2,,,,COC(=O)C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5,,,erdasporine C,['pubchem:102584107'],,,369.1113413400001,C22H15N3O3,1371,77133,uncultured bacterium
mibig_json_2.0/BGC0001337.json,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AKQ20701.1']}]",O=C1[C@@]2(O)N3C(C4=C([C@@]2(O)C(N1C)=O)C5=CC(Cl)=CC=C5N4)=C(OC)C6=CC(O)=C(Cl)C=C63,['lazarimide'],,lazarimide A,,"['NMR', 'Mass spectrometry']",[M-H]-,487.03379056,C22H15Cl2N3O6,1011,77133,uncultured bacterium
mibig_json_2.0/BGC0001337.json,1,,,,COC1=C2N(C3=C1C=CC(Cl)=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2,,,lazarimide B,,,,471.03887593999997,C22H15Cl2N3O5,1011,77133,uncultured bacterium
mibig_json_2.0/BGC0001337.json,2,,,,O[C@@]12C(=O)NC(=O)[C@]1(O)C1=C(NC3=C1C=C(Cl)C=C3)C1=C2C2=C(N1)C=C(Cl)C=C2,,,lazarimide C,,,,427.01266119200005,C20H11Cl2N3O4,1011,77133,uncultured bacterium
mibig_json_2.0/BGC0001338.json,0,,['Cytotoxic'],,C[C@@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@H]1C,,,citrinin,"['npatlas:14581', 'chemspider:10222475']","['NMR', 'Mass spectrometry']",,250.084123548,C13H14O5,787,89489,Monascus ruber
mibig_json_2.0/BGC0001339.json,0,,"['Antifungal', 'Inhibitor']",,CC[C@H](C)C[C@H](C)\C=C\C(=O)O[C@@H]1C[C@]2(CCC(=C)[C@@H](OC(C)=O)[C@H](C)CC3=CC=CC=C3)O[C@@]1(C(O)=O)[C@@](O)([C@H](O2)C(O)=O)C(O)=O,['zaragozic acid a'],[{'target': 'squalene synthase'}],squalestatin S1,"['npatlas:11630', 'chemspider:4942838']","['NMR', 'Mass spectrometry']",,674.293841532,C35H46O13,651,1828523,Phoma sp. MF5453
mibig_json_2.0/BGC0001340.json,0,,,,CCC[C@@H]1CC2=C(C[C@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,,,byssochlamic acid,"['npatlas:4332', 'pubchem:164723', 'chembl:3039421']","['NMR', 'X-ray']",,332.12598835999995,C18H20O6,1114,89137,Byssochlamys fulva
mibig_json_2.0/BGC0001341.json,0,,,,CC(C)[C@@H]1NC(=O)C(C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,,,valinomycin,"['npatlas:6953', 'pubchem:3000706']",,,1110.63116004,C54H90N6O18,1276,85336,Rothia nasimurium
mibig_json_2.0/BGC0001342.json,0,,,,C/C=C(\C)/C=C(\C)/CC(C)C(C(C1C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O,,,Cmc-thuggacin A,['pubchem:59317598'],,,561.2760237159998,C30H43NO7S,662,52,Chondromyces crocatus
mibig_json_2.0/BGC0001342.json,1,,,,C/C=C(\C)/C=C(\C)/CC(C)C1C(C(C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O,,,Cmc-thuggacin B,['pubchem:59317595'],,,561.2760237159998,C30H43NO7S,662,52,Chondromyces crocatus
mibig_json_2.0/BGC0001343.json,0,,,,[H][C@@]1(CC2=C(O1)C(C)=N(=O)C1=CC=CC=C21)[C@@](C)(O)CC\C=C(/C)CCC=C(C)C,,,aurachin A,"['npatlas:6692', 'pubchem:6439172']",,,395.246043916,C25H33NO3,766,675526,Stigmatella aurantiaca Sg a15
mibig_json_2.0/BGC0001343.json,1,,,,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC1=C(C)NC2=CC=CC=C2C1=O,,,aurachin D,"['npatlas:19718', 'pubchem:6124753']",,,363.25621467599996,C25H33NO,766,675526,Stigmatella aurantiaca Sg a15
mibig_json_2.0/BGC0001344.json,0,,,,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin A,"['npatlas:16692', 'pubchem:12134544']",,,843.4452142800001,C43H65N5O10S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,1,,,,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,,,tubulysin B,"['npatlas:19305', 'pubchem:12134545']",,,829.4295642159998,C42H63N5O10S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,2,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin C,"['npatlas:9616', 'pubchem:11262920']",,,815.4139141520001,C41H61N5O10S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,3,,,,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin D,"['npatlas:13309', 'pubchem:12134546']",,,827.45029966,C43H65N5O9S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,4,,,,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,,,tubulysin E,"['npatlas:15172', 'pubchem:12134547']",,,813.4346495959999,C42H63N5O9S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,5,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin F,"['npatlas:13163', 'pubchem:11285812']",,,799.418999532,C41H61N5O9S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,6,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)C=C(C)C)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin G,"['npatlas:18484', 'pubchem:101355563']",,,841.429564216,C43H63N5O10S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,7,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin H,"['npatlas:1723', 'pubchem:11411735']",,,785.403349468,C40H59N5O9S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001344.json,8,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin I,"['npatlas:11260', 'pubchem:11422937']",,,801.3982640880001,C40H59N5O10S,78,764904,Cystobacter sp. SBCb004
mibig_json_2.0/BGC0001345.json,0,,,,OC[C@H](CCCCNC(=O)C1=CC=CC(O)=C1O)NC(=O)C1=CC=CC(O)=C1O,,,myxochelin A,"['npatlas:2219', 'pubchem:16093504']",,,404.1583511079999,C20H24N2O7,398,675526,Stigmatella aurantiaca Sg a15
mibig_json_2.0/BGC0001345.json,1,,,,C1=CC(=C(C(=C1)O)O)C(=O)NCCCC[C@@H](CN)NC(=O)C2=C(C(=CC=C2)O)O,,,myxochelin B,['pubchem:10873133'],,,403.17433551999994,C20H25N3O6,398,675526,Stigmatella aurantiaca Sg a15
mibig_json_2.0/BGC0001346.json,0,,,,O=C(C(CC(C)C)NC(CC(O)CCCCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,,,bananamide 1,,"['NMR', 'Mass spectrometry']",[M+H]+,1107.7154987840001,C55H97N9O14,1488,294,Pseudomonas fluorescens
mibig_json_2.0/BGC0001346.json,1,,,,O=C(C(CC(C)C)NC(CC(O)C/C=C/CCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)N1)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C1=O)=O)=O)=O)=O)=O,,,bananamide 2,,"['NMR', 'Mass spectrometry']",[M+H]+,1105.69984872,C55H95N9O14,1488,294,Pseudomonas fluorescens
mibig_json_2.0/BGC0001346.json,2,,,,O=C(C(CC(C)C)NC(CC(O)CCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,,,bananamide 3,,"['NMR', 'Mass spectrometry']",[M+H]+,1079.684198656,C53H93N9O14,1488,294,Pseudomonas fluorescens
mibig_json_2.0/BGC0001348.json,0,,"['Antibacterial', 'Antifungal', 'Cytotoxic']",[{'moiety': 'Fumarate'}],CC1C/C(=C/C=C\CC(OC(=O)/C(=C\C(=C\C(C1O)C)\C)/C)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)OC(=O)/C=C/C(=O)O)O)O)/C,,,JBIR-100,['pubchem:102518265'],"['NMR', 'Mass spectrometry']",,674.4029980560001,C38H58O10,191,67373,Streptomyces varsoviensis
mibig_json_2.0/BGC0001349.json,0,,,,[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](C\C=C\C=C\CCC)N1C2=O,,,heronamide A,"['npatlas:2271', 'pubchem:102257463']",,,465.287908728,C29H39NO4,295,1109743,Streptomyces sp. SCSIO 03032
mibig_json_2.0/BGC0001349.json,1,,,,CCC/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(=C\[C@@H]3C=C[C@@H]([C@@H]([C@H]3/C(=C/C=C/[C@H]2C(=O)N1)/C)O)O)/C,,,heronamide B,['pubchem:102257462'],,,449.29299410799996,C29H39NO3,295,1109743,Streptomyces sp. SCSIO 03032
mibig_json_2.0/BGC0001349.json,2,,,,CCC\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@H](O)[C@H](O)\C=C(/C)\C=C\C=C\C(=O)N1,,,heronamide C,"['npatlas:2588', 'pubchem:102257461']",,,449.292994108,C29H39NO3,295,1109743,Streptomyces sp. SCSIO 03032
mibig_json_2.0/BGC0001349.json,3,,,,[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](CC=CC=CC)N1C2=O,,,heronamide D,"['npatlas:11575', 'pubchem:102362803']",,,437.2566086,C27H35NO4,295,1109743,Streptomyces sp. SCSIO 03032
mibig_json_2.0/BGC0001349.json,4,,,,[H][C@]12C[C@@H](CC=CC=CC)NC(=O)[C@]1([H])\C=C\C=C(C)\[C@@]1([H])[C@H](O)[C@H](O)C=C[C@]1([H])\C=C(/C)\C=C\2,,,heronamide E,"['npatlas:18373', 'pubchem:76332081']",,,421.26169397999996,C27H35NO3,295,1109743,Streptomyces sp. SCSIO 03032
mibig_json_2.0/BGC0001349.json,5,,,,C\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@@H](O)[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1,,,heronamide F,"['npatlas:6236', 'pubchem:76332081']",,,421.26169398,C27H35NO3,295,1109743,Streptomyces sp. SCSIO 03032
