,compounds,ncbi_tax_id,organism_name,file
1374,"[{'chem_struct': 'C[C@H]1[C@@H](O1)C2=C[C@@H](OC2=O)[C@H](C)O', 'compound': 'asperlactone', 'database_id': ['pubchem:156698'], 'mol_mass': 184.073558864, 'molecular_formula': 'C9H12O4'}]",40380,Aspergillus ochraceus,mibig_json_2.0/BGC0001273.json
1722,"[{'chem_struct': 'CC1=C(C(=CC=C1)O)C(=O)O', 'compound': '6-methylsalicyclic acid', 'database_id': ['pubchem:11279'], 'mol_mass': 152.047344116, 'molecular_formula': 'C8H8O3'}]",101852,Glarea lozoyensis,mibig_json_2.0/BGC0001275.json
177,"[{'chem_struct': 'CC1=C(C(=CC=C1)O)C(=O)O', 'compound': '6-methylsalicyclic acid', 'database_id': ['pubchem:11279'], 'mol_mass': 152.047344116, 'molecular_formula': 'C8H8O3'}]",33178,Aspergillus terreus,mibig_json_2.0/BGC0001276.json
299,"[{'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO', 'compound': 'nivalenol', 'database_id': ['pubchem:5284433'], 'mol_mass': 312.12090298, 'molecular_formula': 'C15H20O7'}, {'chem_struct': '[H][C@@]12O[C@]3([H])C=C(C)C(=O)[C@@H](O)[C@]3(CO)[C@@](C)(C[C@H]1O)[C@@]21CO1', 'compound': 'vomitoxin', 'database_id': ['npatlas:5872'], 'mol_mass': 296.12598836, 'molecular_formula': 'C15H20O6'}, {'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO', 'compound': '3-acetyldeoxynivalenol', 'database_id': ['pubchem:5458510'], 'mol_mass': 338.136553044, 'molecular_formula': 'C17H22O7'}, {'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H](C34CO4)O2)O)C)COC(=O)C', 'compound': '15-acetyldeoxynivalenol', 'database_id': ['pubchem:3034750'], 'mol_mass': 338.136553044, 'molecular_formula': 'C17H22O7'}, {'chem_struct': 'CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C', 'compound': 'neosolaniol', 'database_id': ['pubchem:13818797'], 'mol_mass': 382.16276779199995, 'molecular_formula': 'C19H26O8'}, {'chem_struct': 'CC1=C[C@@H]2[C@](CC1)([C@]3(C[C@H]([C@H](C34CO4)O2)OC(=O)C)C)COC(=O)C', 'compound': 'calonectrin', 'database_id': ['pubchem:3035007'], 'mol_mass': 350.17293855199995, 'molecular_formula': 'C19H26O6'}, {'chem_struct': 'CC1=C[C@H]2[C@](CC1)([C@]3(C[C@H](C[C@]3(O2)CO)O)C)C', 'compound': 'apotrichodiol', 'database_id': ['pubchem:147061'], 'mol_mass': 252.172544628, 'molecular_formula': 'C15H24O3'}, {'chem_struct': 'CC1=CC([C@@](CC1)(C)[C@]2(C[C@H]([C@H](C23CO3)O)O)C)O', 'compound': 'isotrichotriol', 'database_id': ['pubchem:76322783'], 'mol_mass': 268.167459248, 'molecular_formula': 'C15H24O4'}, {'chem_struct': '[H][C@@]12O[C@]3([H])C=C(C)CC[C@]3(CO)[C@@](C)(C[C@H]1OC(C)=O)[C@]21CO1', 'compound': '15-deacetylcalonectrin', 'database_id': ['npatlas:3080'], 'mol_mass': 308.162373868, 'molecular_formula': 'C17H24O5'}, {'chem_struct': 'CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C', 'compound': 'T-2 toxin', 'database_id': ['pubchem:442400'], 'mol_mass': 466.2202826679998, 'molecular_formula': 'C24H34O9'}, {'chem_struct': 'CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H](C[C@H]([C@H]([C@]34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C', 'compound': '3-acetyl T-2 toxin', 'database_id': ['pubchem:76333597'], 'mol_mass': 522.2464974159998, 'molecular_formula': 'C27H38O10'}, {'chem_struct': 'CC1=CC[C@](C)(CC1)[C@@]1(C)CCCC1=C', 'chem_synonyms': ['Trichodiene', 'UNII-697ERP55B1', '28624-60-4', 'CHEBI:15861', '697ERP55B1', '1,4-Dimethyl-4-(1-methyl-2-methylenecyclopentyl)cyclohexene', '(4S)-1,4-dimethyl-4-[(1S)-1-methyl-2-methylidenecyclopentyl]cyclohexene', 'AC1L3G35', 'AC1Q29Z6', 'CHEMBL2251626', 'YFLSTROSSKYYNK-CABCVRRESA-N', 'cyclohexene, 1,4-dimethyl-4-((1s)-1-methyl-2-methylenecyclopentyl)-,(4s)-', 'LMPR0103180001', 'C01860', 'Cyclohexene, 1,4-dimethyl-4-((1S)-1-methyl-2-methylenecyclopentyl)-, (4S)-'], 'compound': 'trichodiene', 'database_id': ['npatlas:12542'], 'mol_mass': 204.187800768, 'molecular_formula': 'C15H24'}]",5518,Fusarium graminearum,mibig_json_2.0/BGC0001277.json
1501,"[{'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO', 'compound': 'nivalenol', 'database_id': ['pubchem:5284433'], 'mol_mass': 312.12090298, 'molecular_formula': 'C15H20O7'}, {'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO', 'compound': 'deoxynivalenol', 'database_id': ['pubchem:40024'], 'mol_mass': 296.12598836, 'molecular_formula': 'C15H20O6'}, {'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO', 'compound': '3-acetyldeoxynivalenol', 'database_id': ['pubchem:5458510'], 'mol_mass': 338.136553044, 'molecular_formula': 'C17H22O7'}, {'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H](C34CO4)O2)O)C)COC(=O)C', 'compound': '15-acetyldeoxynivalenol', 'database_id': ['pubchem:3034750'], 'mol_mass': 338.136553044, 'molecular_formula': 'C17H22O7'}, {'chem_struct': 'CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C', 'compound': 'neosolaniol', 'database_id': ['pubchem:13818797'], 'mol_mass': 382.16276779199995, 'molecular_formula': 'C19H26O8'}, {'chem_struct': 'CC1=C[C@@H]2[C@](CC1)([C@]3(C[C@H]([C@H](C34CO4)O2)OC(=O)C)C)COC(=O)C', 'compound': 'calonectrin', 'database_id': ['pubchem:3035007'], 'mol_mass': 350.17293855199995, 'molecular_formula': 'C19H26O6'}, {'chem_struct': 'CC1=C[C@H]2[C@](CC1)([C@]3(C[C@H](C[C@]3(O2)CO)O)C)C', 'compound': 'apotrichodiol', 'database_id': ['pubchem:147061'], 'mol_mass': 252.172544628, 'molecular_formula': 'C15H24O3'}, {'chem_struct': 'CC1=CC([C@@](CC1)(C)[C@]2(C[C@H]([C@H](C23CO3)O)O)C)O', 'compound': 'isotrichotriol', 'database_id': ['pubchem:76322783'], 'mol_mass': 268.167459248, 'molecular_formula': 'C15H24O4'}, {'chem_struct': 'CC1=CC2C(CC1)(C3(CC(C(C34CO4)O2)OC(=O)C)C)CO', 'compound': '15-decalonectrin', 'database_id': ['pubchem:587712'], 'mol_mass': 308.162373868, 'molecular_formula': 'C17H24O5'}, {'chem_struct': 'CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C', 'compound': 'T-2 toxin', 'database_id': ['pubchem:442400'], 'mol_mass': 466.2202826679998, 'molecular_formula': 'C24H34O9'}, {'chem_struct': 'CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H](C[C@H]([C@H]([C@]34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C', 'compound': '3-acetyl T-2 toxin', 'database_id': ['pubchem:76333597'], 'mol_mass': 522.2464974159998, 'molecular_formula': 'C27H38O10'}, {'chem_struct': 'CC1=CC[C@@](CC1)(C)[C@]2(CCCC2=C)C', 'chem_synonyms': ['Trichodiene', 'UNII-697ERP55B1', '28624-60-4', 'CHEBI:15861', '697ERP55B1', '1,4-Dimethyl-4-(1-methyl-2-methylenecyclopentyl)cyclohexene', '(4S)-1,4-dimethyl-4-[(1S)-1-methyl-2-methylidenecyclopentyl]cyclohexene', 'AC1L3G35', 'AC1Q29Z6', 'CHEMBL2251626', 'YFLSTROSSKYYNK-CABCVRRESA-N', 'cyclohexene, 1,4-dimethyl-4-((1s)-1-methyl-2-methylenecyclopentyl)-,(4s)-', 'LMPR0103180001', 'C01860', 'Cyclohexene, 1,4-dimethyl-4-((1S)-1-methyl-2-methylenecyclopentyl)-, (4S)-'], 'compound': 'trichodiene', 'mol_mass': 204.187800768, 'molecular_formula': 'C15H24'}]",5514,Fusarium sporotrichioides,mibig_json_2.0/BGC0001278.json
1790,"[{'chem_struct': 'CCC(C)C1C(C2C(CC(CC2C(=O)C1(C)O)(C)O)C)(C)C(=O)/C=C\\O', 'compound': 'betaenone C', 'database_id': ['pubchem:71308160'], 'mol_mass': 366.2406241879999, 'molecular_formula': 'C21H34O5'}, {'chem_struct': 'CCC(C)C1C2(C3C(CC(CC3C(C1(C)O)(/C(=C/O)/C2=O)O)(C)O)C)C', 'compound': 'betaenone A', 'database_id': ['pubchem:5478031'], 'mol_mass': 366.2406241879999, 'molecular_formula': 'C21H34O5'}]",137527,Phoma betae,mibig_json_2.0/BGC0001280.json
1549,"[{'chem_struct': 'CCCC(CC(=O)OC1[C@H]([C@@H](C(O[C@H]1O[C@H]2[C@@H](C([C@@H](OC2COC(=O)C)OCC(CCCCCCCCCCCCC(C(=O)O)O)O)O)O)CO)O)O)O', 'compound': 'ustilagic acid', 'database_id': ['pubchem:52922086'], 'mol_mass': 784.4092652080002, 'molecular_formula': 'C36H64O18'}]",237631,Ustilago maydis 521,mibig_json_2.0/BGC0001281.json
16,"[{'chem_moieties': [{'moiety': 'Arsenic-Carbon bond', 'subcluster': ['sli_1096', 'sli_1097', 'sli1091', 'sli1094']}], 'compound': 'arsono-polyketide', 'evidence': ['Mass spectrometry'], 'mass_spec_ion_type': 'M+', 'mol_mass': 331.1248, 'molecular_formula': 'C15H28AsO3'}]",1200984,Streptomyces lividans 1326,mibig_json_2.0/BGC0001283.json
837,[{'compound': 'alternariol'}],321614,Parastagonospora nodorum SN15,mibig_json_2.0/BGC0001284.json
601,"[{'chem_acts': ['Antibacterial'], 'chem_struct': 'CCCCCCC1=C(O)CC(CCCCC)OC1=O', 'chem_synonyms': ['alpha-pyrone ii'], 'chem_targets': [{'target': 'fatty acid synthase II system'}, {'target': 'membrane disruption'}], 'compound': 'pseudopyronine A', 'database_id': ['npatlas:1300', 'chemspider:10480437'], 'evidence': ['NMR', 'Mass spectrometry'], 'mol_mass': 268.203844756, 'molecular_formula': 'C16H28O3'}, {'chem_acts': ['Antibacterial'], 'chem_struct': 'CCCCCCCC1=CC(=O)C(O)(CCCCCC)O1', 'chem_synonyms': ['alpha-pyrone i', 'sch 419560'], 'chem_targets': [{'target': 'fatty acid synthase II system'}, {'target': 'membrane disruption'}], 'compound': 'pseudopyronine B', 'database_id': ['npatlas:7296', 'chemspider:10480436'], 'evidence': ['NMR', 'Mass spectrometry'], 'mol_mass': 282.21949482, 'molecular_formula': 'C17H30O3'}]",303,Pseudomonas putida,mibig_json_2.0/BGC0001285.json
1206,"[{'chem_struct': 'C=C(CC(=O)O)C(=O)O', 'compound': 'itaconic acid', 'database_id': ['pubchem:811'], 'mol_mass': 130.026608672, 'molecular_formula': 'C5H6O4'}]",5270,Ustilago maydis,mibig_json_2.0/BGC0001286.json
1179,"[{'chem_struct': 'C[C@H]1\\C=C\\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C(O)=C3C2=O)C(=O)\\C(C)=C\\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O', 'compound': 'chaxamycin A', 'database_id': ['npatlas:15733', 'pubchem:53344650'], 'mol_mass': 639.30434664, 'molecular_formula': 'C35H45NO10'}, {'chem_struct': 'C[C@H]1\\C=C\\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C=C3C2=O)C(=O)\\C(C)=C\\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O', 'compound': 'chaxamycin B', 'database_id': ['npatlas:253', 'pubchem:53344651'], 'mol_mass': 623.3094320199999, 'molecular_formula': 'C35H45NO9'}, {'chem_struct': 'C[C@H]1\\C=C\\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C(O)=C3C2=O)C(=O)\\C(C)=C\\[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O', 'compound': 'chaxamycin C', 'database_id': ['npatlas:13936', 'pubchem:53344652'], 'mol_mass': 655.29926126, 'molecular_formula': 'C35H45NO11'}, {'chem_struct': 'C[C@@H]1\\C=C\\C=C/C(=O)NC2=C(C)C(=O)C3=C4[C@H](O)[C@@](C)(OC4=C(C)C(O)=C3C2=O)O\\C=C\\[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H]1O', 'compound': 'chaxamycin D', 'database_id': ['npatlas:7450', 'pubchem:53344649'], 'mol_mass': 683.29417588, 'molecular_formula': 'C36H45NO12'}]",1437453,Streptomyces leeuwenhoekii,mibig_json_2.0/BGC0001287.json
949,"[{'chem_struct': '[H][C@@]12C[C@@H](C)CC[C@@]1([H])[C@]1(C)C(=O)C3=C(O)[C@@]4(C[C@@H](C[C@@H](C)O)C(CO)=C[C@@]4(C)C\\C=C\\[C@@H](C)[C@]1([H])C=C2)OC3=O', 'compound': 'maklamicin', 'database_id': ['npatlas:1191', 'pubchem:101796870'], 'mol_mass': 524.3137891279999, 'molecular_formula': 'C32H44O6'}]",718015,Micromonospora sp. GMKU326,mibig_json_2.0/BGC0001288.json
494,[{'compound': 'penisin'}],79264,Paenibacillus ehimensis,mibig_json_2.0/BGC0001289.json
1256,"[{'chem_struct': 'CCCCCC[C@H](C)[C@H]1OC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1C)C(C)C', 'compound': 'emericellamide A', 'database_id': ['npatlas:18260', 'pubchem:16216151'], 'mol_mass': 609.4101490999999, 'molecular_formula': 'C31H55N5O7'}, {'chem_struct': 'CCCCCC[C@H](C)C[C@H](C)[C@H]1OC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1C)C(C)C', 'compound': 'emericellamide B', 'database_id': ['npatlas:10689', 'pubchem:16216152'], 'mol_mass': 651.4570992920001, 'molecular_formula': 'C34H61N5O7'}]",227321,Aspergillus nidulans FGSC A4,mibig_json_2.0/BGC0001290.json
1126,[{'compound': 'enterocin NKR-5-3B'}],1352,Enterococcus faecium,mibig_json_2.0/BGC0001291.json
788,"[{'chem_struct': 'C1=CC(=C(C(=C1)O)NC(=O)C2=C(C=CC=N2)O)C3=NC4=C(C=CC=C4O3)C(=O)O', 'compound': 'A33853', 'database_id': ['pubchem:133379'], 'mol_mass': 391.08043513599995, 'molecular_formula': 'C20H13N3O6'}]",1715678,Streptomyces sp. NRRL 12068,mibig_json_2.0/BGC0001292.json
652,"[{'chem_struct': '[H][C@]12[C@@H]3O[C@@H]3CCN1[C@@H](\\C=C(/C)\\C=C\\C1CC1)[C@H](O)[C@@]2(C)O', 'compound': 'cyclizidine', 'database_id': ['npatlas:6699', 'pubchem:101788223'], 'mol_mass': 291.18344366, 'molecular_formula': 'C17H25NO3'}]",1756463,Streptomyces sp. NCIB 11649,mibig_json_2.0/BGC0001293.json
421,"[{'chem_struct': 'CC(C)=CCC1=CC=CC2=C1NC(=O)C2=O', 'compound': '7-prenylisatin', 'database_id': ['npatlas:14784'], 'mol_mass': 215.094628656, 'molecular_formula': 'C13H13NO2'}]",1488357,Streptomyces sp. MBT28,mibig_json_2.0/BGC0001294.json
68,"[{'chem_struct': 'COC1=CC=C(C(O)=O)C(=O)C1=[N+]=[N-]', 'compound': 'cremeomycin', 'database_id': ['npatlas:6413', 'pubchem:54704722'], 'mol_mass': 194.032756672, 'molecular_formula': 'C8H6N2O4'}]",66881,Streptomyces cremeus,mibig_json_2.0/BGC0001295.json
1840,"[{'chem_struct': 'C\\C=C\\C=C1/C=CC2=C1C(=O)CCN2', 'compound': 'streptazone E', 'database_id': ['npatlas:5197'], 'mol_mass': 187.099714036, 'molecular_formula': 'C12H13NO'}]",1670457,Streptomyces sp. MSC090213JE08,mibig_json_2.0/BGC0001296.json
1498,[{'compound': 'WS9326'}],67282,Streptomyces calvus,mibig_json_2.0/BGC0001297.json
305,[{'compound': '4-Z-annimycin'}],67282,Streptomyces calvus,mibig_json_2.0/BGC0001298.json
183,"[{'chem_struct': '[H][C@@]12CC(C)=C[C@@H](C)[C@@]1([H])[C@]1([H])C(=O)C(Cl)(Cl)C(=O)[C@H](C)C(=O)O[C@@H](C)\\C=C\\C=C/[C@@H](C)[C@]1([H])C=C2', 'compound': 'chlorotonil A', 'database_id': ['npatlas:5497'], 'mol_mass': 478.16776486399993, 'molecular_formula': 'C26H32Cl2O4'}]",56,Sorangium cellulosum,mibig_json_2.0/BGC0001299.json
1308,"[{'chem_struct': '[H][C@]12CC(C)=CC[C@]1([H])[C@@]1([H])\\C(O)=C\\C(=O)[C@@H](C)C(=O)O[C@H](C)\\C=C\\C=C/[C@@H](C)[C@@]1([H])C=C2', 'compound': 'anthracimycin', 'database_id': ['npatlas:874'], 'mol_mass': 396.230059504, 'molecular_formula': 'C25H32O4'}]",1714301,Streptomyces sp. CNH365,mibig_json_2.0/BGC0001300.json
1080,[{'compound': 'anthracimycin'}],1691390,Streptomyces sp. T676,mibig_json_2.0/BGC0001301.json
736,"[{'chem_struct': 'COC(=O)C1=C2C(=C(C=C1)O)NC3=C(C(=CC(=O)C3=N2)O)C=O', 'compound': 'lomofungin', 'database_id': ['pubchem:5351222'], 'mol_mass': 314.05388603999995, 'molecular_formula': 'C15H10N2O6'}]",68229,Streptomyces lomondensis,mibig_json_2.0/BGC0001302.json
693,"[{'chem_struct': 'C[C@H]1CC=CC=C(C)C=C(C)C=C\\C=C/[C@H](O)C[C@H](O)[C@@H](O)[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1', 'compound': 'lobosamide A', 'database_id': ['npatlas:1294'], 'mol_mass': 483.29847341199996, 'molecular_formula': 'C29H41NO5'}, {'chem_struct': 'C[C@H]1CC=CC=C(C)C=C(C)C=C\\C=C\\[C@H](O)C[C@H](O)[C@@H](O)[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1', 'compound': 'lobosamide B', 'database_id': ['npatlas:15369'], 'mol_mass': 483.29847341199996, 'molecular_formula': 'C29H41NO5'}, {'chem_struct': 'C[C@H]1CC=CC=C(C)C=C(C)C=C\\C=C/[C@H](O)C[C@H](O)C[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1', 'compound': 'lobosamide C', 'database_id': ['npatlas:1511'], 'mol_mass': 467.303558792, 'molecular_formula': 'C29H41NO4'}]",1703433,Micromonospora sp. RL09-050-HVF-A,mibig_json_2.0/BGC0001303.json
364,"[{'chem_struct': 'CC1=CC(=C(C2=C1C(=CC(=O)O2)OC)C3=C(C4=C(C=C(C=C4CO)OC)OC3=O)OC)OC', 'compound': 'aflavarin', 'database_id': ['pubchem:44584646'], 'mol_mass': 454.1263822839998, 'molecular_formula': 'C24H22O9'}]",332952,Aspergillus flavus NRRL3357,mibig_json_2.0/BGC0001304.json
111,"[{'compound': 'fujikurin A'}, {'chem_struct': 'CCC(C)C(=C1C(=O)C(C(OC1=O)C)CO)O', 'chem_synonyms': ['J3.501.430F'], 'compound': 'fujikurin B', 'database_id': ['pubchem:132558392'], 'mol_mass': 242.115423676, 'molecular_formula': 'C12H18O5'}, {'chem_struct': 'CCC(C)C(=C1C(=O)C(C(OC1=O)C)C)O', 'chem_synonyms': ['J3.501.431D'], 'compound': 'fujikurin C', 'database_id': ['pubchem:132558393'], 'mol_mass': 226.120509056, 'molecular_formula': 'C12H18O4'}, {'chem_struct': 'CCC(C)C(\\O)=C1/C(=O)OC(C)C(C)C1=O', 'chem_synonyms': ['CHEMBL3597517', 'J3.501.432B'], 'compound': 'fujikurin D', 'database_id': ['npatlas:4349', 'pubchem:122183676'], 'mol_mass': 226.120509056, 'molecular_formula': 'C12H18O4'}]",1279085,Fusarium fujikuroi IMI 58289,mibig_json_2.0/BGC0001305.json
1890,[{'compound': 'asperipin 2a'}],332952,Aspergillus flavus NRRL3357,mibig_json_2.0/BGC0001306.json
1454,[{'compound': 'chaxapeptin'}],1437453,Streptomyces leeuwenhoekii,mibig_json_2.0/BGC0001307.json
1878,"[{'chem_struct': 'C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O', 'compound': 'naringenin', 'database_id': ['pubchem:932'], 'mol_mass': 272.068473484, 'molecular_formula': 'C15H12O5'}]",443255,Streptomyces clavuligerus ATCC 27064,mibig_json_2.0/BGC0001310.json
1470,"[{'chem_acts': ['Antibacterial'], 'compound': 'flavecins', 'evidence': ['Mass spectrometry'], 'mass_spec_ion_type': '[M+H]+', 'mol_mass': -1}]",641112,Ruminococcus flavefaciens FD-1,mibig_json_2.0/BGC0001311.json
386,"[{'chem_struct': 'CCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]1C(C)OC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC1=O)C(C)C)[C@@H](C)CC', 'compound': 'viscosin', 'database_id': ['npatlas:6108', 'pubchem:72937'], 'mol_mass': 1125.68967796, 'molecular_formula': 'C54H95N9O16'}]",216595,Pseudomonas fluorescens SBW25,mibig_json_2.0/BGC0001312.json
97,[{'compound': 'arabidiol-baruol'}],3702,Arabidopsis thaliana,mibig_json_2.0/BGC0001313.json
749,"[{'chem_struct': 'C[C@@H](CCC=C(C)C)[C@@H]1CC[C@]2([C@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C', 'compound': 'tirucalla', 'database_id': ['pubchem:12302184'], 'mol_mass': 426.38616621999995, 'molecular_formula': 'C30H50O'}]",3702,Arabidopsis thaliana,mibig_json_2.0/BGC0001314.json
679,[{'compound': 'cucurbitacin'}],3659,Cucumis sativus,mibig_json_2.0/BGC0001315.json
1294,"[{'chem_struct': 'CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O', 'chem_synonyms': ['LINAMARIN', 'Phaseolunatin', '554-35-8', 'UNII-H3V9RP3WLO', '2-(beta-D-Glucopyranosyloxy)-2-methylpropanenitrile', 'HSDB 3507', 'alpha-Hydroxyisobutyronitrile-beta-D-glucose', 'H3V9RP3WLO', '1-cyano-1-methylethyl beta-D-glucoside', 'BRN 0019237', '2-(beta-D-Glucopyranosyloxy)isobutyronitrile', 'CHEBI:16441', 'Propanenitrile, 2-(beta-D-glucopyranosyloxy)-2-methyl-', 'Manihotoxin', 'Linamarin min. 99%', 'Spectrum_001946', 'SpecPlus_000936', 'AC1L1WOH', 'Spectrum2_001972', 'Spectrum3_001622', 'Spectrum4_001668', 'Spectrum5_000575', 'SCHEMBL42021', 'BSPBio_003283', 'KBioGR_002195', 'KBioSS_002500', '5-17-07-00397 (Beilstein Handbook Reference)', 'DivK1c_007032', 'SPECTRUM1504124', 'SPBio_002123', 'BICL4127', 'CHEMBL3039425', 'DTXSID8052857', 'CTK8G0586', 'KBio1_001976', 'KBio2_002492', 'KBio2_005060', 'KBio2_007628', 'KBio3_002503', 'ZINC3984017', 'CCG-39428', 'MFCD00036209', 'AKOS030242445', 'SDCCGMLS-0066829.P001', 'NCGC00178164-01', 'alpha-Hydroxyisobutyronitrile beta-D-glucose', 'LS-120874', 'FT-0608720', 'C01594', '2-beta-d-glucopyranosyloxy-2-methylpropanenitrile', '2-(|A-D-Glucopyranosyloxy)-2-methylpropionitrile', 'C-51988', 'SR-05000002494', '2-(|A-D-Glucopyranosyloxy)-2-methyl-propanenitrile', '2-(beta-D-Glucopyranosyloxy)-2-methylpropionitrile', 'alpha-Hydroxyisobutyronitrile beta-D-glucopyranoside', 'SR-05000002494-1', 'W-203090', '2-(beta-D-Glucopyranosyloxy)-2-methyl-Propanenitrile', '2-(b-D-Glucopyranosyloxy)-2-methylpropanenitrile, 9CI', 'alpha-Hydroxyisobutyronitrile beta-D-glucopyranoside, >=98.0% (HPLC)', '2-methyl-2-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)propanenitrile', '2-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropanenitrile', '2-methyl-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}propanenitrile'], 'compound': 'linamarin', 'mol_mass': 247.105587264, 'molecular_formula': 'C10H17NO6'}, {'chem_struct': 'CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O', 'compound': 'lotaustralin', 'database_id': ['pubchem:441467'], 'mol_mass': 261.121237328, 'molecular_formula': 'C11H19NO6'}]",34305,Lotus japonicus,mibig_json_2.0/BGC0001316.json
1103,"[{'chem_struct': 'CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C', 'compound': 'lupeol', 'database_id': ['pubchem:259846'], 'mol_mass': 426.38616621999995, 'molecular_formula': 'C30H50O'}]",34305,Lotus japonicus,mibig_json_2.0/BGC0001317.json
